Cost_Ownership_Line_ID,Project_ID,Schedule_Activity_ID,Schedule_WP_ID,Funded_Cost_WP_ID,Cost_Component,Component_BAC_USD,Activity_Start,Activity_Finish,Calendar,Proposed_Rule_Code,Weights_Pct,Synthetic_Planned_Event_Dates,Scheduled_Recognition_Definition,Future_EV_Evidence_Requirement,Source_Method,Prior_Readiness_Status,Provenance,Approval_Status
CL0285,P11,P11-A5b,P11-WP031,P11-WP031,SOURCE_WP_SCOPE,50400,2025-07-08,2025-07-21,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0286,P11,P11-A5c,P11-WP032,P11-WP032,SOURCE_WP_SCOPE,93600,2025-07-22,2025-08-04,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0287,P11,P11-A6,P11-WP032,P11-WP032,SOURCE_WP_SCOPE,93600,2025-08-12,2025-08-25,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0288,P11,P11-A10,P11-WP041,P11-WP041,SOURCE_WP_SCOPE,95822,2025-08-12,2025-09-01,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0289,P11,P11-A9,P11-WP041,P11-WP041,SOURCE_WP_SCOPE,383289,2025-08-12,2025-09-15,MON_FRI_NO_HOLIDAYS,PROCUREMENT_20_30_30_20,20|30|30|20,2025-08-18|2025-08-28|2025-09-08|2025-09-15,"Synthetic 20/30/30/20 stage weights at 20%, 50%, 80%, 100% of inclusive scheduled workdays; stage labels approval, fabrication, inspection, acceptance are proxies requiring substitution if inconsistent with activity scope.",Four distinct dated stage/acceptance records (provisional schedule-relative proxies),WEIGHTED_DELIVERABLE,WEIGHTS_AND_EVENT_DATES_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0290,P11,P11-AFIRST,P11-WP041,P11-WP041,SOURCE_WP_SCOPE,287467,2025-09-16,2025-09-17,MON_FRI_NO_HOLIDAYS,WORKDAY_FALLBACK,PER_WORKDAY,ALL_BUSINESS_DAYS,Even workday spread pending planned installation quantities; do not describe workday progression as measured physical quantity.,Approved workday fallback or quantity schedule,QUANTITY_OR_WEIGHTED,QUANTITY_PROFILE_OR_FALLBACK_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0291,P11,P11-B1inst,P11-WP041,P11-WP041,SOURCE_WP_SCOPE,479111,2025-09-16,2025-11-10,MON_FRI_NO_HOLIDAYS,WORKDAY_FALLBACK,PER_WORKDAY,ALL_BUSINESS_DAYS,Even workday spread pending planned installation quantities; do not describe workday progression as measured physical quantity.,Approved workday fallback or quantity schedule,QUANTITY_DRIVEN_PROVISIONAL,QUANTITY_PROFILE_OR_FALLBACK_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0292,P11,P11-B2inst,P11-WP041,P11-WP041,SOURCE_WP_SCOPE,479111,2025-10-21,2025-12-15,MON_FRI_NO_HOLIDAYS,WORKDAY_FALLBACK,PER_WORKDAY,ALL_BUSINESS_DAYS,Even workday spread pending planned installation quantities; do not describe workday progression as measured physical quantity.,Approved workday fallback or quantity schedule,QUANTITY_DRIVEN_PROVISIONAL,QUANTITY_PROFILE_OR_FALLBACK_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0293,P11,P11-B1rest,P11-WP043,P11-WP043,SOURCE_WP_SCOPE,168000,2025-10-14,2025-12-08,MON_FRI_NO_HOLIDAYS,WORKDAY_FALLBACK,PER_WORKDAY,ALL_BUSINESS_DAYS,Even workday spread pending planned installation quantities; do not describe workday progression as measured physical quantity.,Approved workday fallback or quantity schedule,QUANTITY_OR_WEIGHTED,QUANTITY_PROFILE_OR_FALLBACK_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0294,P11,P11-B2rest,P11-WP043,P11-WP043,SOURCE_WP_SCOPE,168000,2025-11-18,2026-01-12,MON_FRI_NO_HOLIDAYS,WORKDAY_FALLBACK,PER_WORKDAY,ALL_BUSINESS_DAYS,Even workday spread pending planned installation quantities; do not describe workday progression as measured physical quantity.,Approved workday fallback or quantity schedule,QUANTITY_OR_WEIGHTED,QUANTITY_PROFILE_OR_FALLBACK_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0295,P11,P11-A7,P11-WP051,P11-WP051,SOURCE_WP_SCOPE,64000,2025-08-12,2025-09-01,MON_FRI_NO_HOLIDAYS,FINAL_GATE,100,2025-09-01,100% at activity finish as synthetic scheduled acceptance proxy; later EV requires independent deliverable evidence.,Task-specific approved acceptance deliverable,WEIGHTED_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0296,P11,P11-B1test,P11-WP051,P11-WP051,SOURCE_WP_SCOPE,64000,2025-11-11,2025-11-24,MON_FRI_NO_HOLIDAYS,FINAL_GATE,100,2025-11-24,100% at activity finish as synthetic scheduled acceptance proxy; later EV requires independent deliverable evidence.,Task-specific approved acceptance deliverable,WEIGHTED_DELIVERABLE,ACCEPTANCE_EVIDENCE_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0297,P11,P11-B2test,P11-WP051,P11-WP051,SOURCE_WP_SCOPE,64000,2025-12-16,2025-12-29,MON_FRI_NO_HOLIDAYS,FINAL_GATE,100,2025-12-29,100% at activity finish as synthetic scheduled acceptance proxy; later EV requires independent deliverable evidence.,Task-specific approved acceptance deliverable,WEIGHTED_DELIVERABLE,ACCEPTANCE_EVIDENCE_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0298,P11,P11-A11,P11-WP051,P11-WP051,SOURCE_WP_SCOPE,64000,2026-01-27,2026-02-09,MON_FRI_NO_HOLIDAYS,FINAL_GATE,100,2026-02-09,100% at activity finish as synthetic scheduled acceptance proxy; later EV requires independent deliverable evidence.,Task-specific approved acceptance deliverable,WEIGHTED_DELIVERABLE,ACCEPTANCE_EVIDENCE_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0299,P11,P11-B1gis,P11-WP061,P11-WP061,SOURCE_WP_SCOPE,22400,2025-12-09,2025-12-22,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0300,P11,P11-B2gis,P11-WP061,P11-WP061,SOURCE_WP_SCOPE,22400,2026-01-13,2026-01-26,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0301,P11,P11-A12,P11-WP061,P11-WP061,SOURCE_WP_SCOPE,22400,2026-02-10,2026-02-23,MON_FRI_NO_HOLIDAYS,FINAL_GATE,100,2026-02-23,100% at activity finish as synthetic scheduled acceptance proxy; later EV requires independent deliverable evidence.,Task-specific approved acceptance deliverable,WORKDAY_OR_DELIVERABLE,ACCEPTANCE_EVIDENCE_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0302,P11,P11-A13,P11-WP062,P11-WP062,SOURCE_WP_SCOPE,28800,2026-02-17,2026-03-09,MON_FRI_NO_HOLIDAYS,FINAL_GATE,100,2026-03-09,100% at activity finish as synthetic scheduled acceptance proxy; later EV requires independent deliverable evidence.,Task-specific approved acceptance deliverable,WORKDAY_OR_DELIVERABLE,ACCEPTANCE_EVIDENCE_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0303,P12,P12-Y1A1,P12-WP011,P12-WP011,SOURCE_WP_SCOPE,28560,2025-01-02,2025-01-22,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0304,P12,P12-Y1A2,P12-WP011,P12-WP011,SOURCE_WP_SCOPE,28560,2025-01-23,2025-02-19,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0305,P12,P12-Y2A1,P12-WP011,P12-WP011,SOURCE_WP_SCOPE,36720,2025-10-30,2025-11-19,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0306,P12,P12-Y2A2,P12-WP011,P12-WP011,SOURCE_WP_SCOPE,36720,2025-11-20,2025-12-17,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0307,P12,P12-Y3A1,P12-WP011,P12-WP011,SOURCE_WP_SCOPE,36720,2026-08-27,2026-09-16,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0308,P12,P12-Y3A2,P12-WP011,P12-WP011,SOURCE_WP_SCOPE,36720,2026-09-17,2026-10-14,MON_FRI_NO_HOLIDAYS,WORKDAY_SPREAD,PER_WORKDAY,ALL_BUSINESS_DAYS,"Evenly across inclusive scheduled Monday-Friday workdays, no holidays; final cent residual on last day.",Approve this LOE/planned-work proxy and physical progress EV rule separately,WORKDAY_OR_DELIVERABLE,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0309,P12,P12-Y1A3,P12-WP021,P12-WP021,SOURCE_WP_SCOPE,42840,2025-02-20,2025-03-19,MON_FRI_NO_HOLIDAYS,WORKDAY_FALLBACK,PER_WORKDAY,ALL_BUSINESS_DAYS,Even workday spread pending planned installation quantities; do not describe workday progression as measured physical quantity.,Approved workday fallback or quantity schedule,QUANTITY_OR_WEIGHTED,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0310,P12,P12-Y1A4,P12-WP021,P12-WP021,SOURCE_WP_SCOPE,42840,2025-03-20,2025-04-09,MON_FRI_NO_HOLIDAYS,WORKDAY_FALLBACK,PER_WORKDAY,ALL_BUSINESS_DAYS,Even workday spread pending planned installation quantities; do not describe workday progression as measured physical quantity.,Approved workday fallback or quantity schedule,QUANTITY_OR_WEIGHTED,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0311,P12,P12-Y2A3,P12-WP021,P12-WP021,SOURCE_WP_SCOPE,55080,2025-12-18,2026-01-14,MON_FRI_NO_HOLIDAYS,WORKDAY_FALLBACK,PER_WORKDAY,ALL_BUSINESS_DAYS,Even workday spread pending planned installation quantities; do not describe workday progression as measured physical quantity.,Approved workday fallback or quantity schedule,QUANTITY_OR_WEIGHTED,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0312,P12,P12-Y2A4,P12-WP021,P12-WP021,SOURCE_WP_SCOPE,55080,2026-01-15,2026-02-04,MON_FRI_NO_HOLIDAYS,WORKDAY_FALLBACK,PER_WORKDAY,ALL_BUSINESS_DAYS,Even workday spread pending planned installation quantities; do not describe workday progression as measured physical quantity.,Approved workday fallback or quantity schedule,QUANTITY_OR_WEIGHTED,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0313,P12,P12-Y3A3,P12-WP021,P12-WP021,SOURCE_WP_SCOPE,55080,2026-10-15,2026-11-11,MON_FRI_NO_HOLIDAYS,WORKDAY_FALLBACK,PER_WORKDAY,ALL_BUSINESS_DAYS,Even workday spread pending planned installation quantities; do not describe workday progression as measured physical quantity.,Approved workday fallback or quantity schedule,QUANTITY_OR_WEIGHTED,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0314,P12,P12-Y3A4,P12-WP021,P12-WP021,SOURCE_WP_SCOPE,55080,2026-11-12,2026-12-02,MON_FRI_NO_HOLIDAYS,WORKDAY_FALLBACK,PER_WORKDAY,ALL_BUSINESS_DAYS,Even workday spread pending planned installation quantities; do not describe workday progression as measured physical quantity.,Approved workday fallback or quantity schedule,QUANTITY_OR_WEIGHTED,DEFAULT_RULE_REQUIRES_APPROVAL,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0315,P12,P12-Y1A5,P12-WP031,P12-WP031,SOURCE_WP_SCOPE,114240,2025-04-10,2025-05-14,MON_FRI_NO_HOLIDAYS,PROCUREMENT_20_30_30_20,20|30|30|20,2025-04-16|2025-04-28|2025-05-07|2025-05-14,"Synthetic 20/30/30/20 stage weights at 20%, 50%, 80%, 100% of inclusive scheduled workdays; stage labels approval, fabrication, inspection, acceptance are proxies requiring substitution if inconsistent with activity scope.",Four distinct dated stage/acceptance records (provisional schedule-relative proxies),WORKDAY_OR_DELIVERABLE,WEIGHTS_AND_EVENT_DATES_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0316,P12,P12-Y2A5,P12-WP031,P12-WP031,SOURCE_WP_SCOPE,146880,2026-02-05,2026-03-11,MON_FRI_NO_HOLIDAYS,PROCUREMENT_20_30_30_20,20|30|30|20,2026-02-11|2026-02-23|2026-03-04|2026-03-11,"Synthetic 20/30/30/20 stage weights at 20%, 50%, 80%, 100% of inclusive scheduled workdays; stage labels approval, fabrication, inspection, acceptance are proxies requiring substitution if inconsistent with activity scope.",Four distinct dated stage/acceptance records (provisional schedule-relative proxies),WORKDAY_OR_DELIVERABLE,WEIGHTS_AND_EVENT_DATES_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0317,P12,P12-Y3A5,P12-WP031,P12-WP031,SOURCE_WP_SCOPE,146880,2026-12-03,2027-01-06,MON_FRI_NO_HOLIDAYS,PROCUREMENT_20_30_30_20,20|30|30|20,2026-12-09|2026-12-21|2026-12-30|2027-01-06,"Synthetic 20/30/30/20 stage weights at 20%, 50%, 80%, 100% of inclusive scheduled workdays; stage labels approval, fabrication, inspection, acceptance are proxies requiring substitution if inconsistent with activity scope.",Four distinct dated stage/acceptance records (provisional schedule-relative proxies),WORKDAY_OR_DELIVERABLE,WEIGHTS_AND_EVENT_DATES_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0318,P12,P12-Y1A6,P12-WP041,P12-WP041,SOURCE_WP_SCOPE,944194,2025-05-15,2025-09-17,MON_FRI_NO_HOLIDAYS,WORKDAY_FALLBACK,PER_WORKDAY,ALL_BUSINESS_DAYS,Even workday spread pending planned installation quantities; do not describe workday progression as measured physical quantity.,Approved workday fallback or quantity schedule,QUANTITY_DRIVEN_PROVISIONAL,QUANTITY_PROFILE_OR_FALLBACK_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0319,P12,P12-Y2A6,P12-WP041,P12-WP041,SOURCE_WP_SCOPE,1213963,2026-03-12,2026-07-15,MON_FRI_NO_HOLIDAYS,WORKDAY_FALLBACK,PER_WORKDAY,ALL_BUSINESS_DAYS,Even workday spread pending planned installation quantities; do not describe workday progression as measured physical quantity.,Approved workday fallback or quantity schedule,QUANTITY_DRIVEN_PROVISIONAL,QUANTITY_PROFILE_OR_FALLBACK_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0320,P12,P12-Y3A6,P12-WP041,P12-WP041,SOURCE_WP_SCOPE,1213963,2027-01-07,2027-05-12,MON_FRI_NO_HOLIDAYS,WORKDAY_FALLBACK,PER_WORKDAY,ALL_BUSINESS_DAYS,Even workday spread pending planned installation quantities; do not describe workday progression as measured physical quantity.,Approved workday fallback or quantity schedule,QUANTITY_DRIVEN_PROVISIONAL,QUANTITY_PROFILE_OR_FALLBACK_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0321,P12,P12-Y1A7,P12-WP051,P12-WP051,SOURCE_WP_SCOPE,57120,2025-09-18,2025-10-08,MON_FRI_NO_HOLIDAYS,FINAL_GATE,100,2025-10-08,100% at activity finish as synthetic scheduled acceptance proxy; later EV requires independent deliverable evidence.,Task-specific approved acceptance deliverable,WEIGHTED_DELIVERABLE,ACCEPTANCE_EVIDENCE_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0322,P12,P12-Y2A7,P12-WP051,P12-WP051,SOURCE_WP_SCOPE,73440,2026-07-16,2026-08-05,MON_FRI_NO_HOLIDAYS,FINAL_GATE,100,2026-08-05,100% at activity finish as synthetic scheduled acceptance proxy; later EV requires independent deliverable evidence.,Task-specific approved acceptance deliverable,WEIGHTED_DELIVERABLE,ACCEPTANCE_EVIDENCE_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0323,P12,P12-Y3A7,P12-WP051,P12-WP051,SOURCE_WP_SCOPE,73440,2027-05-13,2027-06-02,MON_FRI_NO_HOLIDAYS,FINAL_GATE,100,2027-06-02,100% at activity finish as synthetic scheduled acceptance proxy; later EV requires independent deliverable evidence.,Task-specific approved acceptance deliverable,WEIGHTED_DELIVERABLE,ACCEPTANCE_EVIDENCE_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0324,P12,P12-Y1A8,P12-WP061,P12-WP061,SOURCE_WP_SCOPE,28560,2025-10-09,2025-10-29,MON_FRI_NO_HOLIDAYS,FINAL_GATE,100,2025-10-29,100% at activity finish as synthetic scheduled acceptance proxy; later EV requires independent deliverable evidence.,Task-specific approved acceptance deliverable,WORKDAY_OR_DELIVERABLE,ACCEPTANCE_EVIDENCE_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0325,P12,P12-Y2A8,P12-WP061,P12-WP061,SOURCE_WP_SCOPE,36720,2026-08-06,2026-08-26,MON_FRI_NO_HOLIDAYS,FINAL_GATE,100,2026-08-26,100% at activity finish as synthetic scheduled acceptance proxy; later EV requires independent deliverable evidence.,Task-specific approved acceptance deliverable,WORKDAY_OR_DELIVERABLE,ACCEPTANCE_EVIDENCE_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0326,P12,P12-Y3A8,P12-WP061,P12-WP061,SOURCE_WP_SCOPE,36720,2027-06-03,2027-06-23,MON_FRI_NO_HOLIDAYS,FINAL_GATE,100,2027-06-23,100% at activity finish as synthetic scheduled acceptance proxy; later EV requires independent deliverable evidence.,Task-specific approved acceptance deliverable,WORKDAY_OR_DELIVERABLE,ACCEPTANCE_EVIDENCE_UNSPECIFIED,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0327,P03,P03-A28,P03-WP051,P03-WP052,Performance / Acceptance Testing,487200,2026-10-08,2026-11-04,MON_FRI_NO_HOLIDAYS,FINAL_GATE,100,2026-11-04,100% on documented performance acceptance (not startup completion).,Performance acceptance record,DELIVERABLE_GATED_OR_QUANTITY_WEIGHTED__DEFINE_BEFORE_PV,REQUIRES_COMPONENT_EVIDENCE,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0328,P03,P03-A29,P03-WP041,P03-WP053,SCADA checkout / regulatory sign-off,121800,2026-09-10,2026-09-30,MON_FRI_NO_HOLIDAYS,FINAL_GATE,100,2026-09-30,100% on separately defined SCADA checkout or regulatory acceptance evidence according to activity.,SCADA checkout/authority sign-off,DELIVERABLE_GATED_OR_QUANTITY_WEIGHTED__DEFINE_BEFORE_PV,REQUIRES_COMPONENT_EVIDENCE,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0329,P03,P03-A30,P03-WP022,P03-WP053,SCADA checkout / regulatory sign-off,121800,2026-11-05,2026-12-02,MON_FRI_NO_HOLIDAYS,FINAL_GATE,100,2026-12-02,100% on separately defined SCADA checkout or regulatory acceptance evidence according to activity.,SCADA checkout/authority sign-off,DELIVERABLE_GATED_OR_QUANTITY_WEIGHTED__DEFINE_BEFORE_PV,REQUIRES_COMPONENT_EVIDENCE,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0330,P05,P05-A12c,P05-WP051,P05-WP043,Zone sampling / water quality,105450,2025-12-01,2025-12-19,MON_FRI_NO_HOLIDAYS,FINAL_GATE,100,2025-12-19,100% on zone-specific sampling clearance; never reused for field replacement.,Zone-specific water-quality clearance,DELIVERABLE_GATED_OR_QUANTITY_WEIGHTED__DEFINE_BEFORE_PV,REQUIRES_COMPONENT_EVIDENCE,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0331,P05,P05-A13c,P05-WP051,P05-WP043,Zone sampling / water quality,105450,2025-12-29,2026-01-16,MON_FRI_NO_HOLIDAYS,FINAL_GATE,100,2026-01-16,100% on zone-specific sampling clearance; never reused for field replacement.,Zone-specific water-quality clearance,DELIVERABLE_GATED_OR_QUANTITY_WEIGHTED__DEFINE_BEFORE_PV,REQUIRES_COMPONENT_EVIDENCE,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0332,P05,P05-A14c,P05-WP051,P05-WP043,Zone sampling / water quality,105450,2026-01-26,2026-02-13,MON_FRI_NO_HOLIDAYS,FINAL_GATE,100,2026-02-13,100% on zone-specific sampling clearance; never reused for field replacement.,Zone-specific water-quality clearance,DELIVERABLE_GATED_OR_QUANTITY_WEIGHTED__DEFINE_BEFORE_PV,REQUIRES_COMPONENT_EVIDENCE,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
CL0333,P05,P05-A15c,P05-WP051,P05-WP043,Zone sampling / water quality,105450,2026-02-23,2026-03-13,MON_FRI_NO_HOLIDAYS,FINAL_GATE,100,2026-03-13,100% on zone-specific sampling clearance; never reused for field replacement.,Zone-specific water-quality clearance,DELIVERABLE_GATED_OR_QUANTITY_WEIGHTED__DEFINE_BEFORE_PV,REQUIRES_COMPONENT_EVIDENCE,User-approved synthetic cost ownership; PV rule/date proxies newly proposed Phase 3F,APPROVED_SYNTHETIC_PV_RULE
